qty_tld_url,length_url,qty_vowels_domain,domain_length,domain_in_ip,directory_length,file_length,params_length,email_in_url,time_response,domain_spf,asn_ip,time_domain_activation,time_domain_expiration,qty_ip_resolved,qty_nameservers,qty_mx_servers,ttl_hostname,tls_ssl_certificate,qty_redirects,url_google_index,domain_google_index,url_shortened,phishing,total_dots,total_hyphens,total_underlines,total_commas,total_asterisks,total_slashes,total_equals,total_ats,total_ands,total_spaces,total_dollars,total_percents,total_exclamations,total_questionmarks,total_pluses,total_tildes,tld_present_parameters,time_domain_activation_avb,time_domain_expiration_avb,domain_spf_avb,domain_google_index_avb,time_response_avb,asn_ip_avb,qty_ip_resolved_avb,qty_redirects_avb,tld_present_parameters_avb,params_length_avb,directory_length_avb,file_length_avb
1,13,4,13,0,-1,-1,-1,0,0.286036,0,3216,-1,-1,1,2,1,579,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0
1,17,4,17,0,-1,-1,-1,0,0.6119060000000001,0,13354,7390,278,1,2,1,21597,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,21,5,21,0,-1,-1,-1,0,0.32499,0,16276,5672,537,1,2,5,120,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,26,8,26,0,-1,-1,-1,0,0.170242,0,6871,-1,-1,-1,2,1,-1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,0,1,0,0,0,0
1,23,7,23,0,-1,-1,-1,0,0.791755,0,27647,6118,1551,1,4,1,3598,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,26,8,25,0,1,0,-1,0,1.934102,1,46606,2098,92,1,2,1,14389,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,1,1
1,16,4,16,0,-1,-1,-1,0,0.315645,0,33724,7834,201,1,5,2,1261,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,12,5,11,0,1,0,-1,0,1.210597,0,13335,1335,125,2,2,0,290,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,1,1
1,22,6,22,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,4,0,-1,0,-1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0
1,25,7,24,0,1,0,-1,0,0.695882,0,15169,-1,-1,1,4,0,3,1,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,1,1
1,19,6,19,0,-1,-1,-1,0,2.28566,-1,63949,5045,67,1,2,1,14392,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,1,0,0,0,0
1,20,5,20,0,-1,-1,-1,0,0.134613,0,34240,6135,73,1,2,1,21599,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,31,4,18,0,13,5,-1,0,0.496686,0,13335,5247,230,2,2,0,288,1,2,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,1,1
1,25,9,25,0,-1,-1,-1,0,0.207518,0,15169,-1,-1,1,4,0,292,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0
1,16,5,16,0,-1,-1,-1,0,0.14441199999999998,0,15169,-1,-1,1,2,2,13569,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0
1,15,4,15,0,-1,-1,-1,0,-1,0,3356,6767,171,1,2,1,299,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,1,1,0,0,0,0,0
1,19,5,19,0,-1,-1,-1,0,0.188959,0,8758,6807,497,1,3,1,86391,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,27,8,27,0,-1,-1,-1,0,0.585155,0,13446,-1,-1,1,2,2,292,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0
1,20,5,20,0,-1,-1,-1,0,0.352541,0,35826,3842,174,1,6,4,38400,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,19,4,19,0,-1,-1,-1,0,1.530925,1,46606,7940,93,1,2,5,14389,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,19,5,19,0,-1,-1,-1,0,0.255489,0,36351,7496,539,1,2,1,3598,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,21,6,21,0,-1,-1,-1,0,0.101154,-1,26496,5904,670,1,2,0,10769,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,1,0,0,0,0
1,18,4,18,0,-1,-1,-1,0,0.491034,1,200617,5043,69,1,2,1,14395,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,12,3,12,0,-1,-1,-1,0,1.604644,-1,13768,7666,2,1,4,2,3597,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,1,0,0,0,0
1,13,5,13,0,-1,-1,-1,0,0.5620539999999999,0,14618,7509,2351,1,4,4,21598,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,19,5,19,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,6,0,-1,0,-1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0
1,22,7,22,0,-1,-1,-1,0,0.422158,-1,17054,6474,830,1,2,1,14392,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,1,0,0,0,0
1,16,4,16,0,-1,-1,-1,0,0.556355,0,14992,7868,167,1,1,1,3598,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,26,8,26,0,-1,-1,-1,0,0.7690600000000001,0,30447,6030,178,1,3,4,297,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,15,3,14,0,1,0,-1,0,1.599255,-1,131149,889,205,1,2,1,286,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,1,0,0,1,1
1,40,12,40,0,-1,-1,-1,0,-1,0,14618,-1,-1,1,4,5,13,0,-1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,1,1,0,0,0,0,0
1,6,1,6,0,-1,-1,-1,0,0.326041,0,13335,-1,-1,2,2,0,291,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0
1,19,5,19,0,-1,-1,-1,0,1.043099,1,16509,7435,1694,1,4,2,289,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,28,8,28,0,-1,-1,-1,0,0.367891,0,15169,-1,-1,1,4,0,292,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0
1,24,7,24,0,-1,-1,-1,0,0.404543,0,33070,7903,132,1,2,5,7200,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,18,4,17,0,1,0,-1,0,0.553549,0,13335,1969,221,2,2,2,297,1,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,1,1
1,11,0,11,0,-1,-1,-1,0,0.587895,0,20940,6396,177,1,4,2,3600,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,14,4,14,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,4,0,-1,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0
1,20,5,20,0,-1,-1,-1,0,0.290026,0,13335,3942,75,2,2,0,298,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,18,5,18,0,-1,-1,-1,0,0.173653,-1,61969,895,199,1,2,1,599,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,1,0,0,0,0
1,11,4,10,0,1,0,-1,0,0.539316,1,13335,7435,233,5,2,5,291,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,1,1
1,31,12,31,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,4,0,-1,0,-1,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0
1,18,4,18,0,-1,-1,-1,0,-1,0,-1,7368,300,-1,2,0,-1,0,-1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,0,0
1,24,11,24,0,-1,-1,-1,0,1.003091,0,3582,-1,-1,1,5,2,21577,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0
1,19,5,19,0,-1,-1,-1,0,1.053677,0,14509,8401,363,1,4,2,10268,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,19,5,19,0,-1,-1,-1,0,0.375318,0,5738,7619,3336,-1,2,12,-1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,0,1,0,0,0,0
1,16,3,15,0,1,0,-1,0,13.80647,0,4788,-1,-1,-1,2,1,-1,0,-1,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,0,0,0,0,1,1
1,16,3,16,0,-1,-1,-1,0,0.179641,0,197902,8151,247,1,3,2,291,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,82,1,11,0,71,49,-1,0,0.196459,0,16625,9062,432,1,5,2,79,1,2,0,0,0,0,4,24,0,0,0,10,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,1,1
1,28,8,20,0,1,0,7,0,0.223093,-1,13335,296,68,2,2,1,292,1,2,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
1,15,4,15,0,-1,-1,-1,0,0.383159,0,199577,7498,176,1,5,1,9440,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,22,7,22,0,-1,-1,-1,0,0.838292,1,46606,6327,246,1,2,5,14389,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,16,4,16,0,-1,-1,-1,0,5.6418370000000015,0,26496,5800,43,1,2,0,599,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,27,7,27,0,-1,-1,-1,0,0.8741549999999999,0,15169,3337,314,4,2,7,3600,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,27,10,27,0,-1,-1,-1,0,0.750787,1,28299,8490,-1,1,4,2,3586,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,1,1,1,1,0,0,0,0
1,23,7,23,0,-1,-1,-1,0,0.488181,0,15169,-1,-1,1,4,0,257,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0
1,40,3,13,0,17,8,10,0,3.3424480000000005,0,13335,4561,163,2,2,0,299,1,0,0,0,0,0,7,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,23,7,23,0,-1,-1,-1,0,1.496308,-1,45638,6596,342,1,3,1,14389,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,1,0,0,0,0
1,18,5,18,0,-1,-1,-1,0,0.629908,0,12173,5673,170,1,2,0,1796,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,16,3,16,0,-1,-1,-1,0,0.161151,0,12876,1198,262,1,3,0,3599,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,20,5,20,0,-1,-1,-1,0,0.249214,0,16509,7029,275,1,2,5,3598,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,18,4,18,0,-1,-1,-1,0,0.132751,0,13335,2016,174,2,2,5,299,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,45,2,14,0,31,13,-1,0,1.757297,0,8867,-1,-1,1,10,1,3329,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,1,1
1,21,5,21,0,-1,-1,-1,0,0.424154,1,26496,2610,311,1,2,1,10790,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,16,1,15,0,1,0,-1,0,0.782608,0,47264,-1,-1,1,4,3,2449,1,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,1,1
1,20,6,20,0,-1,-1,-1,0,0.649207,0,701,7683,716,1,2,1,3271,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,21,4,21,0,-1,-1,-1,0,0.470829,0,13335,7760,273,5,4,0,299,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,18,4,18,0,-1,-1,-1,0,0.160172,0,16276,1770,55,1,2,1,21599,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,10,2,10,0,-1,-1,-1,0,0.18926,0,250,6403,170,1,2,1,5397,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,16,4,16,0,-1,-1,-1,0,4.178047,0,31815,7572,1557,1,2,1,3598,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,22,6,22,0,-1,-1,-1,0,0.307752,0,2635,5401,77,2,3,1,292,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,18,6,18,0,-1,-1,-1,0,0.509835,0,3561,7257,1142,1,2,1,4005,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,21,6,20,0,1,0,-1,0,0.584471,0,16509,7494,174,4,4,3,59,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,1,1
1,12,1,12,0,-1,-1,-1,0,0.134931,0,20940,7672,361,2,4,4,9,1,4,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,31,10,31,0,-1,-1,-1,0,0.31245700000000004,0,13335,-1,-1,5,2,0,292,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0
1,13,1,13,0,-1,-1,-1,0,0.887575,0,16150,2006,184,1,1,0,21596,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,14,3,14,0,-1,-1,-1,0,0.34425100000000003,0,395082,6456,117,1,2,2,3597,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,17,5,17,0,-1,-1,-1,0,0.149991,0,15169,5379,-1,1,4,5,299,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,1,1,1,1,1,0,0,0,0
1,11,3,11,0,-1,-1,-1,0,0.234257,-1,61969,1284,542,1,2,1,592,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,1,0,0,0,0
1,17,4,17,0,-1,-1,-1,0,0.4966430000000001,0,13335,8380,384,2,2,5,299,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,19,6,19,0,-1,-1,-1,0,0.653825,0,27725,-1,-1,1,2,1,86399,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0
1,27,7,27,0,-1,-1,-1,0,1.874235,0,14061,14,350,1,2,0,14394,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,14,5,14,0,-1,-1,-1,0,1.627712,0,8,-1,-1,1,2,1,3589,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0
1,18,6,18,0,-1,-1,-1,0,0.885459,0,14618,-1,-1,2,4,5,52,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0
1,18,7,18,0,-1,-1,-1,0,1.034365,-1,36444,662,67,1,3,1,21589,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,1,0,0,0,0
1,16,3,16,0,-1,-1,-1,0,-1,0,-1,32,332,-1,4,0,-1,0,-1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0,0,0,0,0,0,0,0
1,23,9,23,0,-1,-1,-1,0,1.045481,-1,26496,3735,281,1,2,2,215,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,1,1,1,0,0,0,0
1,25,9,25,0,-1,-1,-1,0,8.909958999999997,0,-1,-1,-1,2,5,1,43,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,0,1,1,0,0,0,0
1,102,4,14,0,7,6,81,0,0.116404,0,15169,7690,709,1,4,5,173,1,0,0,0,0,0,4,0,0,0,0,2,6,0,4,0,0,44,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,14,3,14,0,-1,-1,-1,0,0.23393000000000005,0,8867,-1,-1,1,10,1,510,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,1,1,0,0,0,0
1,25,5,18,0,7,6,-1,0,0.481137,0,63949,7204,100,1,2,1,14399,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,1,1
1,16,3,16,0,-1,-1,-1,0,2.8764830000000003,0,1610,7874,527,1,2,2,893,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,13,4,13,0,-1,-1,-1,0,0.4482140000000001,0,27647,3525,126,1,2,2,3592,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,28,10,28,0,-1,-1,-1,0,1.015709,0,52871,5088,24,1,2,1,43197,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,29,9,29,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,0,-1,0,-1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0
1,24,7,24,0,-1,-1,-1,0,0.5407770000000001,0,14061,5152,325,1,2,1,86390,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,1,1,1,1,0,0,0,0
1,18,5,18,0,-1,-1,-1,0,0.096519,-1,8437,-1,-1,1,3,1,21592,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,1,1,1,0,0,0,0
1,27,7,26,0,1,0,-1,0,1.447261,0,13335,-1,-1,-1,2,0,-1,1,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,1,1,0,1,0,0,1,1
