qty_tld_url,length_url,qty_vowels_domain,domain_length,directory_length,file_length,params_length,time_response,asn_ip,time_domain_activation,time_domain_expiration,qty_ip_resolved,qty_nameservers,qty_mx_servers,ttl_hostname,qty_redirects,phishing,total_dots,total_hyphens,total_underlines,total_commas,total_asterisks,total_slashes,total_equals,total_ats,total_ands,total_spaces,total_dollars,total_percents,total_exclamations,total_questionmarks,total_pluses,total_tildes,domain_in_ip_X1,email_in_url_X1,domain_spf_X0,domain_spf_X1,tls_ssl_certificate_X1,url_google_index_X1,domain_google_index_X0,domain_google_index_X1,url_shortened_X1,tld_present_parameters_X0,tld_present_parameters_X1,time_domain_activation_avb_X1,time_domain_expiration_avb_X1,domain_spf_avb_X1,domain_google_index_avb_X1,time_response_avb_X1,asn_ip_avb_X1,qty_ip_resolved_avb_X1,qty_redirects_avb_X1,tld_present_parameters_avb_X1,params_length_avb_X1,directory_length_avb_X1,file_length_avb_X1
1,19,5,19,-1,-1,-1,1.375659,32244,5760,1544,1,2,2,3599,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,18,4,18,-1,-1,-1,0.372568,15169,6117,3378,1,5,1,1798,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,59,4,14,7,6,38,0.110586,15169,7690,709,1,4,5,81,0,0,4,0,0,0,0,2,6,0,4,0,0,16,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,17,3,17,-1,-1,-1,2.472177,53824,7745,288,1,2,7,3595,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,28,9,27,1,0,-1,0.6296609999999999,15169,-1,-1,1,4,0,195,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1
1,13,4,13,-1,-1,-1,0.286036,3216,-1,-1,1,2,1,579,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,17,4,17,-1,-1,-1,0.6119060000000001,13354,7390,278,1,2,1,21597,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,21,5,21,-1,-1,-1,0.32499,16276,5672,537,1,2,5,120,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,26,8,26,-1,-1,-1,0.170242,6871,-1,-1,-1,2,1,-1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0
1,23,7,23,-1,-1,-1,0.791755,27647,6118,1551,1,4,1,3598,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,26,8,25,1,0,-1,1.934102,46606,2098,92,1,2,1,14389,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
1,16,4,16,-1,-1,-1,0.315645,33724,7834,201,1,5,2,1261,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,12,5,11,1,0,-1,1.210597,13335,1335,125,2,2,0,290,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
1,22,6,22,-1,-1,-1,-1,-1,-1,-1,-1,4,0,-1,-1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,25,7,24,1,0,-1,0.695882,15169,-1,-1,1,4,0,3,0,0,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1
1,19,6,19,-1,-1,-1,2.28566,63949,5045,67,1,2,1,14392,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1,20,5,20,-1,-1,-1,0.134613,34240,6135,73,1,2,1,21599,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,31,4,18,13,5,-1,0.496686,13335,5247,230,2,2,0,288,2,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
1,25,9,25,-1,-1,-1,0.207518,15169,-1,-1,1,4,0,292,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,16,5,16,-1,-1,-1,0.14441199999999998,15169,-1,-1,1,2,2,13569,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,15,4,15,-1,-1,-1,-1,3356,6767,171,1,2,1,299,-1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
1,19,5,19,-1,-1,-1,0.188959,8758,6807,497,1,3,1,86391,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,27,8,27,-1,-1,-1,0.585155,13446,-1,-1,1,2,2,292,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,20,5,20,-1,-1,-1,0.352541,35826,3842,174,1,6,4,38400,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,19,4,19,-1,-1,-1,1.530925,46606,7940,93,1,2,5,14389,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,19,5,19,-1,-1,-1,0.255489,36351,7496,539,1,2,1,3598,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,21,6,21,-1,-1,-1,0.101154,26496,5904,670,1,2,0,10769,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1,18,4,18,-1,-1,-1,0.491034,200617,5043,69,1,2,1,14395,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,12,3,12,-1,-1,-1,1.604644,13768,7666,2,1,4,2,3597,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1,13,5,13,-1,-1,-1,0.5620539999999999,14618,7509,2351,1,4,4,21598,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,19,5,19,-1,-1,-1,-1,-1,-1,-1,-1,6,0,-1,-1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,22,7,22,-1,-1,-1,0.422158,17054,6474,830,1,2,1,14392,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1,16,4,16,-1,-1,-1,0.556355,14992,7868,167,1,1,1,3598,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,26,8,26,-1,-1,-1,0.7690600000000001,30447,6030,178,1,3,4,297,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,15,3,14,1,0,-1,1.599255,131149,889,205,1,2,1,286,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1
1,40,12,40,-1,-1,-1,-1,14618,-1,-1,1,4,5,13,-1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
1,6,1,6,-1,-1,-1,0.326041,13335,-1,-1,2,2,0,291,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,19,5,19,-1,-1,-1,1.043099,16509,7435,1694,1,4,2,289,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,28,8,28,-1,-1,-1,0.367891,15169,-1,-1,1,4,0,292,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,24,7,24,-1,-1,-1,0.404543,33070,7903,132,1,2,5,7200,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,18,4,17,1,0,-1,0.553549,13335,1969,221,2,2,2,297,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
1,11,0,11,-1,-1,-1,0.587895,20940,6396,177,1,4,2,3600,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,14,4,14,-1,-1,-1,-1,-1,-1,-1,-1,4,0,-1,-1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,20,5,20,-1,-1,-1,0.290026,13335,3942,75,2,2,0,298,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,18,5,18,-1,-1,-1,0.173653,61969,895,199,1,2,1,599,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1,11,4,10,1,0,-1,0.539316,13335,7435,233,5,2,5,291,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
1,31,12,31,-1,-1,-1,-1,-1,-1,-1,-1,4,0,-1,-1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,18,4,18,-1,-1,-1,-1,-1,7368,300,-1,2,0,-1,-1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1,24,11,24,-1,-1,-1,1.003091,3582,-1,-1,1,5,2,21577,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,19,5,19,-1,-1,-1,1.053677,14509,8401,363,1,4,2,10268,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,19,5,19,-1,-1,-1,0.375318,5738,7619,3336,-1,2,12,-1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0
1,16,3,15,1,0,-1,13.80647,4788,-1,-1,-1,2,1,-1,-1,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
1,16,3,16,-1,-1,-1,0.179641,197902,8151,247,1,3,2,291,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,82,1,11,71,49,-1,0.196459,16625,9062,432,1,5,2,79,2,0,4,24,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
1,28,8,20,1,0,7,0.223093,13335,296,68,2,2,1,292,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
1,15,4,15,-1,-1,-1,0.383159,199577,7498,176,1,5,1,9440,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,22,7,22,-1,-1,-1,0.838292,46606,6327,246,1,2,5,14389,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,16,4,16,-1,-1,-1,5.6418370000000015,26496,5800,43,1,2,0,599,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,27,7,27,-1,-1,-1,0.8741549999999999,15169,3337,314,4,2,7,3600,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,27,10,27,-1,-1,-1,0.750787,28299,8490,-1,1,4,2,3586,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0
1,23,7,23,-1,-1,-1,0.488181,15169,-1,-1,1,4,0,257,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,40,3,13,17,8,10,3.3424480000000005,13335,4561,163,2,2,0,299,0,0,7,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,23,7,23,-1,-1,-1,1.496308,45638,6596,342,1,3,1,14389,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1,18,5,18,-1,-1,-1,0.629908,12173,5673,170,1,2,0,1796,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,16,3,16,-1,-1,-1,0.161151,12876,1198,262,1,3,0,3599,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,20,5,20,-1,-1,-1,0.249214,16509,7029,275,1,2,5,3598,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,18,4,18,-1,-1,-1,0.132751,13335,2016,174,2,2,5,299,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,45,2,14,31,13,-1,1.757297,8867,-1,-1,1,10,1,3329,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1
1,21,5,21,-1,-1,-1,0.424154,26496,2610,311,1,2,1,10790,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,16,1,15,1,0,-1,0.782608,47264,-1,-1,1,4,3,2449,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1
1,20,6,20,-1,-1,-1,0.649207,701,7683,716,1,2,1,3271,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,21,4,21,-1,-1,-1,0.470829,13335,7760,273,5,4,0,299,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,18,4,18,-1,-1,-1,0.160172,16276,1770,55,1,2,1,21599,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,10,2,10,-1,-1,-1,0.18926,250,6403,170,1,2,1,5397,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,16,4,16,-1,-1,-1,4.178047,31815,7572,1557,1,2,1,3598,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,22,6,22,-1,-1,-1,0.307752,2635,5401,77,2,3,1,292,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,18,6,18,-1,-1,-1,0.509835,3561,7257,1142,1,2,1,4005,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,21,6,20,1,0,-1,0.584471,16509,7494,174,4,4,3,59,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
1,12,1,12,-1,-1,-1,0.134931,20940,7672,361,2,4,4,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,31,10,31,-1,-1,-1,0.31245700000000004,13335,-1,-1,5,2,0,292,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,13,1,13,-1,-1,-1,0.887575,16150,2006,184,1,1,0,21596,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,14,3,14,-1,-1,-1,0.34425100000000003,395082,6456,117,1,2,2,3597,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,17,5,17,-1,-1,-1,0.149991,15169,5379,-1,1,4,5,299,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0
1,11,3,11,-1,-1,-1,0.234257,61969,1284,542,1,2,1,592,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1,17,4,17,-1,-1,-1,0.4966430000000001,13335,8380,384,2,2,5,299,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,19,6,19,-1,-1,-1,0.653825,27725,-1,-1,1,2,1,86399,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,27,7,27,-1,-1,-1,1.874235,14061,14,350,1,2,0,14394,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,14,5,14,-1,-1,-1,1.627712,8,-1,-1,1,2,1,3589,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,18,6,18,-1,-1,-1,0.885459,14618,-1,-1,2,4,5,52,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,18,7,18,-1,-1,-1,1.034365,36444,662,67,1,3,1,21589,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1,16,3,16,-1,-1,-1,-1,-1,32,332,-1,4,0,-1,-1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1,23,9,23,-1,-1,-1,1.045481,26496,3735,281,1,2,2,215,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0
1,25,9,25,-1,-1,-1,8.909958999999997,-1,-1,-1,2,5,1,43,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
1,102,4,14,7,6,81,0.116404,15169,7690,709,1,4,5,173,0,0,4,0,0,0,0,2,6,0,4,0,0,44,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1,14,3,14,-1,-1,-1,0.23393000000000005,8867,-1,-1,1,10,1,510,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
1,25,5,18,7,6,-1,0.481137,63949,7204,100,1,2,1,14399,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1
1,16,3,16,-1,-1,-1,2.8764830000000003,1610,7874,527,1,2,2,893,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
